Id;ADC_ADC_Name__c;ADC_Benefit_Type__c;ADC_DME_Fax__c;ADC_DME_Name__c;ADC_DME_Phone__c;ADC_External_ID__c;ADC_Product__c;ADC_State__c;ADC_Valid_Contract_Status__c;ADC_Valid_Dispense_Status__c;ADC_Type__c;JF_State Name;JF_Insurance
6903;Community Health Group;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Community Health Group_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Community Health Group
1686;Coventry Helath Care - Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Coventry Helath Care - Aetna_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Coventry Helath Care - Aetna
8285;Coventry Helath Care - Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Coventry Helath Care - Aetna_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Coventry Helath Care - Aetna
8338;Excellus Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Excellus Health Plan_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Excellus Health Plan
8390;Florida Blue Medicare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Florida Blue Medicare_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Florida Blue Medicare
8442;Freedom Health - Anthem;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Freedom Health - Anthem_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Freedom Health - Anthem
6958;Geisinger Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Geisinger Health Plan_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Geisinger Health Plan
8494;Group Health - Emblemhealth;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Group Health - Emblemhealth_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Group Health - Emblemhealth
8547;Health Alliance - Henry Ford Health System;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Alliance - Henry Ford Health System_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Health Alliance - Henry Ford Health System
8599;Health Alliance Connect;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Alliance Connect_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Health Alliance Connect
8651;Health Net - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Health Net - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Health Net - Centene
361;Healthpartners;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Healthpartners_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Healthpartners
4114;Healthpartners;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Healthpartners_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Healthpartners
8706;Healthspring - Cigna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Healthspring - Cigna_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Healthspring - Cigna
8759;Home State Health - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Home State Health - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Home State Health - Centene
1758;Humana;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Humana_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Humana
3344;Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Humana_Edwards Health Care Services_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Humana
7011;Humana;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Humana_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Humana
8811;Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Humana_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Humana
417;Imperial Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Imperial Health_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Imperial Health
4170;Imperial Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Imperial Health_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Imperial Health
8863;Independent Health Association;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Independent Health Association_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Independent Health Association
470;Inland Empire Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Inland Empire Health Plan_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Inland Empire Health Plan
4223;Inland Empire Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Inland Empire Health Plan_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Inland Empire Health Plan
1815;Kaiser;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Kaiser_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Kaiser
8915;Keystone Health Plan East;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Keystone Health Plan East_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Keystone Health Plan East
8967;Longevity Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Longevity Health Plan_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Longevity Health Plan
9019;Louisiana Healthcare Connections - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Louisiana Healthcare Connections - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Louisiana Healthcare Connections - Centene
9071;Magnolia Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Magnolia Health Plan - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Magnolia Health Plan - Centene
7064;Medical Associates Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Medical Associates Health Plan_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Medical Associates Health Plan
7118;Mutual Of Omaha Insurance Company;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Mutual Of Omaha Insurance Company_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Mutual Of Omaha Insurance Company
539;MVP Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;MVP Health Plan_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; MVP Health Plan
4292;MVP Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;MVP Health Plan_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; MVP Health Plan
7170;MVP Health Plan;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;MVP Health Plan_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; MVP Health Plan
9125;Neighborhood Health Plan Of Rhode Island;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Neighborhood Health Plan Of Rhode Island_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Neighborhood Health Plan Of Rhode Island
9177;Optimum Healthcare - Anthem;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Optimum Healthcare - Anthem_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Optimum Healthcare - Anthem
1880;Oxford Health Plans - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Oxford Health Plans - Unitedhealthcare_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Oxford Health Plans - Unitedhealthcare
3392;Pacificsource Community Health Plans;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Pacificsource Community Health Plans_Edwards Health Care Services_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Pacificsource Community Health Plans
9229;Peach State Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Peach State Health Plan - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Peach State Health Plan - Centene
9281;Pennsylvania Health & Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Pennsylvania Health & Wellness - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Pennsylvania Health & Wellness - Centene
1935;Preferred Care Partners - Unitedhealthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Preferred Care Partners - Unitedhealthcare_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Preferred Care Partners - Unitedhealthcare
602;Priority Health Medicare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Priority Health Medicare_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Priority Health Medicare
4355;Priority Health Medicare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Priority Health Medicare_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Priority Health Medicare
657;San Mateo Health Commission;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;San Mateo Health Commission_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; San Mateo Health Commission
4410;San Mateo Health Commission;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;San Mateo Health Commission_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; San Mateo Health Commission
710;Santa Clara County Health Authority;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Santa Clara County Health Authority_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Santa Clara County Health Authority
4463;Santa Clara County Health Authority;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Santa Clara County Health Authority_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Santa Clara County Health Authority
764;Selecthealth;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Selecthealth_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Selecthealth
4517;Selecthealth;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Selecthealth_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Selecthealth
9338;Summacare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Summacare_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Summacare
9390;Trillium Community Health Plan - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Trillium Community Health Plan - Centene_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Trillium Community Health Plan - Centene
822;United Healthcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Unitedhealthcare_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; United Healthcare
2012;United Healthcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Unitedhealthcare_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; United Healthcare
4575;United Healthcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Unitedhealthcare_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; United Healthcare
7229;United Healthcare;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Unitedhealthcare_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; United Healthcare
9443;Upmc For You;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc For You_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Upmc For You
9497;Upmc Health Network;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Network_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Upmc Health Network
9549;Upmc Health Plan;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Upmc Health Plan_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Upmc Health Plan
874;Upper Peninsula Health Plan;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Upper Peninsula Health Plan_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Upper Peninsula Health Plan
4627;Upper Peninsula Health Plan;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Upper Peninsula Health Plan_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Upper Peninsula Health Plan
926;VIVA Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;VIVA Health_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; VIVA Health
4679;VIVA Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;VIVA Health_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; VIVA Health
978;Wellcare;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Wellcare_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Wellcare
2067;Wellcare;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Wellcare_Byram Healthcare_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Wellcare
4731;Wellcare;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Wellcare_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Wellcare
9601;Wellcare;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Wellcare_CCS Medical_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Wellcare
7282;WPS Health Insurance;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;WPS Health Insurance_Total Medical Supply, Inc_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; WPS Health Insurance
1031;Zing Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Zing Health_Advanced Diabetes Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Zing Health
4784;Zing Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Zing Health_United States Medical Supply_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Zing Health
2121;Aetna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Aetna_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Aetna
2185;Anthem Blue Cross;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Anthem Blue Cross_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Anthem Blue Cross
2241;Banner Health;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Banner Health_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Banner Health
2293;Blue Advantage Plus;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Advantage Plus_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Blue Advantage Plus
2345;Blue Cross Blue Shield;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Blue Cross Blue Shield_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Blue Cross Blue Shield
2417;Care Improvement Plus - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Care Improvement Plus - Unitedhealthcare_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Care Improvement Plus - Unitedhealthcare
2490;Cigna;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Cigna_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Cigna
2566;Health Alliance Connect;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Alliance Connect_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Health Alliance Connect
2619;Health Care Service Corporation;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Health Care Service Corporation_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Health Care Service Corporation
2723;Mutual Of Omaha Insurance Company;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Mutual Of Omaha Insurance Company_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Mutual Of Omaha Insurance Company
2782;Oxford Health Plans - Unitedhealthcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Oxford Health Plans - Unitedhealthcare_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Oxford Health Plans - Unitedhealthcare
2850;Selectcare - Wellcare;Medical Benefit;614-652-8237;Edgepark Medical Supplies;844-619-4650;Selectcare - Wellcare_Edgepark Medical Supplies_MT_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;MT;TRUE;TRUE;MEDICARE;MT; Selectcare - Wellcare
7335;Absolute Total Care - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Absolute Total Care - Centene_CCS Medical_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Absolute Total Care - Centene
29;Aetna;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Aetna_Advanced Diabetes Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
1311;Aetna;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna_Byram Healthcare_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
2940;Aetna;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Aetna_Edwards Health Care Services_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
3782;Aetna;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Aetna_United States Medical Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
6454;Aetna;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Aetna_Total Medical Supply, Inc_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
7387;Aetna;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Aetna_CCS Medical_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna
1363;Aetna Better Health;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Aetna Better Health_Byram Healthcare_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Aetna Better Health
1390;Alignment Health Plan;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Alignment Health Plan_Byram Healthcare_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Alignment Health Plan
91;Allcare Health;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Allcare Health_Advanced Diabetes Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Allcare Health
3844;Allcare Health;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Allcare Health_United States Medical Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Allcare Health
6509;Amerigroup Insurance Company - Anthem;Medical Benefit;877-670-1121;Total Medical Supply, Inc;877-670-1120;Amerigroup Insurance Company - Anthem_Total Medical Supply, Inc_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Amerigroup Insurance Company - Anthem
155;Anthem;Medical Benefit;760-496-0234;Advanced Diabetes Supply;866-976-9110;Anthem_Advanced Diabetes Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Anthem
1426;Anthem;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem_Byram Healthcare_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Anthem
3908;Anthem;Medical Benefit;866-347-8544;United States Medical Supply;877-814-5459;Anthem_United States Medical Supply_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Anthem
1478;Anthem Blue Cross;Medical Benefit;866-387-1127;Byram Healthcare;800-775-4372 Ext. 39027;Anthem Blue Cross_Byram Healthcare_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Anthem Blue Cross
2997;Arcadian Health Plan - Humana;Medical Benefit;502-657-0237;Edwards Health Care Services;800-951-1725;Arcadian Health Plan - Humana_Edwards Health Care Services_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Arcadian Health Plan - Humana
7442;Arcadian Health Plan - Humana;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arcadian Health Plan - Humana_CCS Medical_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Arcadian Health Plan - Humana
7494;Arkansas Health And Wellness - Centene;Medical Benefit;800-557-8256;CCS Medical;800-599-7521;Arkansas Health And Wellness - Centene_CCS Medical_NC_a003a00000n2UfHAAU_MEDICARE;a003a00000n2UfHAAU;NC;TRUE;TRUE;MEDICARE;NC; Arkansas Health And Wellness - Centene
